opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
KMBY0IGV,Kami Bicknell,MG Special,Dalttechnology,Won,10/11/2017,10/12/2017,48.00 
XULGG5K8,Kary Hendrixson,GTX Basic,Konex,Lost,10/11/2017,10/13/2017,0.00 
KP8ZZ3Y6,Kary Hendrixson,GTX Plus Basic,Labdrill,Lost,10/11/2017,12/23/2017,0.00 
SBF5S7LF,Kary Hendrixson,GTX Plus Pro,Hatfan,Won,10/11/2017,10/21/2017,6555.00 
YIA65LM2,Lajuana Vencill,MG Advanced,Treequote,Lost,10/11/2017,10/19/2017,0.00 
8SLDCS0F,Markita Hansen,MG Special,,Engaging,10/11/2017,,
TVBY6CND,Marty Freudenburg,GTX Plus Pro,Bioholding,Won,10/11/2017,12/15/2017,5271.00 
OHOWVHYX,Rosalina Dieter,MG Advanced,Zoomit,Engaging,10/11/2017,,
EC9H6XHB,Rosie Papadopoulos,MG Special,Kan-code,Lost,10/11/2017,11/22/2017,0.00 
47QKNXLO,Rosie Papadopoulos,GTX Basic,Yearin,Won,10/11/2017,12/10/2017,472.00 
VW2PJALW,Versie Hillebrand,GTX Plus Pro,Cancity,Won,10/11/2017,11/29/2017,5211.00 
GVLIYD9A,Vicki Laflamme,GTX Basic,Y-corporation,Won,10/11/2017,12/11/2017,430.00 
F761DF0M,Zane Levy,GTX Basic,Silis,Engaging,10/11/2017,,
II1GOQWL,Zane Levy,GTX Basic,Fasehatice,Lost,10/11/2017,10/20/2017,0.00 
4P5BOQB5,Zane Levy,GTXPro,Singletechno,Won,10/11/2017,12/22/2017,4545.00 
QYYOVTHC,Boris Faz,GTX Plus Basic,Umbrella Corporation,Lost,10/12/2017,10/19/2017,0.00 
4O3EPWFR,Corliss Cosme,GTX Plus Basic,,Engaging,10/12/2017,,
AADN7F5T,Darcel Schlecht,MG Special,Zumgoity,Lost,10/12/2017,10/17/2017,0.00 
U8CWFFRH,Jonathan Berthelot,MG Advanced,Ron-tech,Lost,10/12/2017,10/13/2017,0.00 
35HVN8Q3,Jonathan Berthelot,GTX Basic,Scottech,Won,10/12/2017,10/21/2017,528.00 
PNNZM0OZ,Jonathan Berthelot,GTXPro,Conecom,Won,10/12/2017,12/28/2017,5064.00 
UYZQCWAC,Jonathan Berthelot,MG Advanced,Conecom,Won,10/12/2017,12/6/2017,3203.00 
K0YFUK4X,Kami Bicknell,GTX Basic,Scotfind,Won,10/12/2017,11/2/2017,549.00 
TUL0TZSR,Kary Hendrixson,GTX Basic,Dalttechnology,Won,10/12/2017,10/23/2017,594.00 
LS2A22IA,Lajuana Vencill,GTX Basic,Globex Corporation,Lost,10/12/2017,10/21/2017,0.00 
L5K0S1U3,Lajuana Vencill,GTX Basic,Globex Corporation,Lost,10/12/2017,10/22/2017,0.00 
82LY53FE,Markita Hansen,GTX Basic,Labdrill,Won,10/12/2017,11/1/2017,529.00 
XRJTRP20,Maureen Marcano,GTXPro,Fasehatice,Won,10/12/2017,10/17/2017,4505.00 
D00FIU21,Moses Frase,GTX Basic,Finhigh,Won,10/12/2017,12/11/2017,457.00 
C48I5WD9,Moses Frase,MG Advanced,Warephase,Won,10/12/2017,10/13/2017,3090.00 
HG0N3NJ4,Reed Clapper,MG Special,Zencorporation,Won,10/12/2017,10/14/2017,53.00 
5ZUKTSJV,Violet Mclelland,GTX Plus Basic,Gekko & Co,Won,10/12/2017,10/17/2017,1004.00 
CD5B8P8U,Zane Levy,MG Advanced,Hottechi,Lost,10/12/2017,10/19/2017,0.00 
MBYY3F5P,Zane Levy,GTX Basic,J-Texon,Won,10/12/2017,10/21/2017,696.00 
0V9YEQDU,Anna Snelling,MG Special,Treequote,Lost,10/13/2017,10/22/2017,0.00 
76GEYK0T,Cassey Cress,GTX Plus Basic,Opentech,Won,10/13/2017,10/23/2017,888.00 
0QUXNGR1,Cecily Lampkin,MG Advanced,Warephase,Lost,10/13/2017,10/18/2017,0.00 
4N9E1F86,Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,10/13/2017,10/20/2017,0.00 
895XMROB,Corliss Cosme,GTX Plus Pro,Yearin,Lost,10/13/2017,11/21/2017,0.00 
LFMLZPA5,Daniell Hammack,GTXPro,Konex,Lost,10/13/2017,10/22/2017,0.00 
H54N095V,Darcel Schlecht,GTXPro,Gogozoom,Won,10/13/2017,10/24/2017,4767.00 
FQPECFYO,Darcel Schlecht,GTXPro,Hottechi,Won,10/13/2017,12/20/2017,4869.00 
933OT3AE,Darcel Schlecht,MG Advanced,Ron-tech,Won,10/13/2017,10/14/2017,3475.00 
5HDKACI4,Donn Cantrell,GTX Basic,Initech,Lost,10/13/2017,10/15/2017,0.00 
GVEUKZ72,Donn Cantrell,MG Special,Donware,Lost,10/13/2017,12/9/2017,0.00 
YHOVVBSP,Donn Cantrell,MG Advanced,Kan-code,Lost,10/13/2017,12/10/2017,0.00 
ZN6HXJ5F,Hayden Neloms,GTX Plus Basic,Rantouch,Lost,10/13/2017,10/20/2017,0.00 
3IQ19UZ2,Hayden Neloms,MG Advanced,Kan-code,Won,10/13/2017,10/14/2017,3250.00 
R2CG5WED,James Ascencio,GTX Plus Pro,Singletechno,Lost,10/13/2017,12/3/2017,0.00 
QCBO7C6E,Kami Bicknell,GTX Plus Basic,,Engaging,10/13/2017,,
ORYORRQV,Kary Hendrixson,GTX Basic,Hottechi,Engaging,10/13/2017,,
NGG8O0JX,Markita Hansen,GTX Basic,,Engaging,10/13/2017,,
GH0FU105,Markita Hansen,MG Advanced,Nam-zim,Lost,10/13/2017,10/18/2017,0.00 
NDIZ18GW,Maureen Marcano,MG Advanced,Cheers,Lost,10/13/2017,10/25/2017,0.00 
BRIOGGKC,Moses Frase,MG Advanced,Inity,Lost,10/13/2017,11/29/2017,0.00 
GZYL4SG1,Moses Frase,GTX Plus Basic,Rangreen,Won,10/13/2017,10/26/2017,978.00 
7ZASHEBX,Reed Clapper,MG Special,Bubba Gump,Won,10/13/2017,12/14/2017,49.00 
WJ9JNMJ2,Versie Hillebrand,MG Special,Stanredtax,Won,10/13/2017,10/24/2017,49.00 
N3OWNMD3,Vicki Laflamme,GTX Plus Pro,Xx-holding,Lost,10/13/2017,10/22/2017,0.00 
8U3LICIW,Vicki Laflamme,GTX Basic,Hottechi,Won,10/13/2017,12/10/2017,563.00 
JALBPRSF,Violet Mclelland,GTX Plus Basic,Umbrella Corporation,Lost,10/13/2017,10/21/2017,0.00 
0E1HHXGB,Violet Mclelland,MG Special,Donware,Lost,10/13/2017,10/15/2017,0.00 
MJXPSHYT,Violet Mclelland,MG Special,Zencorporation,Won,10/13/2017,10/24/2017,53.00 
AF8SULB0,Cecily Lampkin,GTX Plus Basic,Rangreen,Won,10/14/2017,10/26/2017,1168.00 
N8BM4XEP,Corliss Cosme,GTX Basic,The New York Inquirer,Won,10/14/2017,11/17/2017,560.00 
FZGBRGHF,Daniell Hammack,GTX Plus Basic,Gekko & Co,Lost,10/14/2017,12/30/2017,0.00 
36PET9WM,Darcel Schlecht,GTXPro,Stanredtax,Lost,10/14/2017,10/15/2017,0.00 
GRO3S3HV,Darcel Schlecht,MG Special,Bioholding,Lost,10/14/2017,10/21/2017,0.00 
KG9R5M1Y,Darcel Schlecht,GTXPro,Dontechi,Won,10/14/2017,10/18/2017,4810.00 
R0S5FZ1G,Donn Cantrell,MG Special,Donware,Lost,10/14/2017,11/1/2017,0.00 
3W1Y39BY,Donn Cantrell,GTXPro,Silis,Won,10/14/2017,10/24/2017,4521.00 
G58GOO4N,Garret Kinder,GTX Basic,Opentech,Lost,10/14/2017,10/18/2017,0.00 
JF0F2J5W,Garret Kinder,GTX Plus Basic,Donquadtech,Lost,10/14/2017,10/15/2017,0.00 
93AE6QM4,Hayden Neloms,GTX Plus Basic,Hatfan,Won,10/14/2017,10/15/2017,881.00 
0YM4VJDP,James Ascencio,GTX Basic,Finjob,Lost,10/14/2017,11/30/2017,0.00 
ICD9OMSF,Jonathan Berthelot,GTX Basic,Conecom,Won,10/14/2017,10/22/2017,472.00 
IHJEX21Z,Kami Bicknell,GTX Basic,Newex,Won,10/14/2017,12/3/2017,562.00 
8JORJ1SS,Lajuana Vencill,GTX Basic,Conecom,Lost,10/14/2017,10/20/2017,0.00 
0NKINI7S,Lajuana Vencill,MG Special,Toughzap,Won,10/14/2017,10/16/2017,42.00 
QFLFLCD0,Marty Freudenburg,GTXPro,Streethex,Lost,10/14/2017,10/18/2017,0.00 
OB3OK8BQ,Marty Freudenburg,GTX Basic,Dontechi,Won,10/14/2017,12/26/2017,615.00 
5S3RN7H2,Niesha Huffines,GTX Plus Basic,Ron-tech,Lost,10/14/2017,12/31/2017,0.00 
6YCRJK5W,Rosalina Dieter,MG Advanced,Newex,Lost,10/14/2017,10/23/2017,0.00 
FDMK85GD,Versie Hillebrand,MG Special,Scottech,Won,10/14/2017,10/22/2017,58.00 
DYYJW46L,Vicki Laflamme,GTX Plus Pro,,Engaging,10/14/2017,,
EVKQXZV6,Vicki Laflamme,MG Special,Green-Plus,Lost,10/14/2017,11/1/2017,0.00 
IDO6PU1B,Zane Levy,GTX Plus Pro,Hatfan,Lost,10/14/2017,10/23/2017,0.00 
CYAL1N0B,Zane Levy,GTXPro,Xx-holding,Won,10/14/2017,10/15/2017,4882.00 
9GSBUJMH,Anna Snelling,MG Special,Isdom,Lost,10/15/2017,10/24/2017,0.00 
XSTGL252,Cassey Cress,GTXPro,Toughzap,Engaging,10/15/2017,,
ECB42PGL,Cassey Cress,GTX Plus Pro,Zotware,Lost,10/15/2017,10/24/2017,0.00 
PYIP2H5Z,Cecily Lampkin,MG Advanced,Streethex,Lost,10/15/2017,10/16/2017,0.00 
129P48QP,Daniell Hammack,GTX Plus Pro,Ganjaflex,Lost,10/15/2017,10/25/2017,0.00 
BUFF2EP5,Daniell Hammack,GTXPro,Kinnamplus,Won,10/15/2017,11/1/2017,5113.00 
IQRA0Q8C,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,10/15/2017,10/16/2017,1154.00 
14P6935C,Darcel Schlecht,GTXPro,Dontechi,Won,10/15/2017,10/16/2017,4885.00 
U220GK9W,Darcel Schlecht,GTXPro,Streethex,Won,10/15/2017,10/16/2017,4936.00 
03R1VC7O,Donn Cantrell,GTX Plus Basic,Condax,Won,10/15/2017,10/28/2017,1062.00 
LUFR7MJC,Gladys Colclough,GTXPro,Codehow,Lost,10/15/2017,10/19/2017,0.00 
8EX2PGAY,Hayden Neloms,MG Special,Faxquote,Lost,10/15/2017,10/21/2017,0.00 
C0H6SU2X,Hayden Neloms,GTX Plus Basic,Groovestreet,Won,10/15/2017,12/20/2017,954.00 
94JOUSW7,Kary Hendrixson,GTX Basic,Finjob,Lost,10/15/2017,10/23/2017,0.00 
9RC58SP0,Kary Hendrixson,GTX Basic,Konex,Lost,10/15/2017,10/26/2017,0.00 
XFNYWN7B,Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,10/15/2017,10/16/2017,868.00 
6NFIUDKS,Kary Hendrixson,GTX Plus Pro,Doncon,Won,10/15/2017,11/26/2017,5867.00 
4TD018BE,Kary Hendrixson,GTXPro,Fasehatice,Won,10/15/2017,10/16/2017,5344.00 
SWKGC34P,Lajuana Vencill,MG Special,dambase,Lost,10/15/2017,10/21/2017,0.00 
C3Y94J5R,Marty Freudenburg,GTX Plus Pro,Globex Corporation,Lost,10/15/2017,10/24/2017,0.00 
2H45C9FK,Marty Freudenburg,GTXPro,Streethex,Lost,10/15/2017,10/23/2017,0.00 
LFM4SMIA,Moses Frase,GTX Plus Pro,Codehow,Won,10/15/2017,10/23/2017,5449.00 
MEXK5KU6,Reed Clapper,MG Advanced,The New York Inquirer,Lost,10/15/2017,12/27/2017,0.00 
UDXS7H12,Reed Clapper,GTX Plus Pro,Initech,Won,10/15/2017,11/28/2017,4500.00 
4G61Z1HD,Versie Hillebrand,MG Special,Inity,Lost,10/15/2017,10/25/2017,0.00 
X4KAK55N,Wilburn Farren,MG Special,Sumace,Won,10/15/2017,10/23/2017,51.00 
AHOYDL01,Zane Levy,GTX Plus Pro,Dalttechnology,Won,10/15/2017,10/23/2017,6637.00 
R5ILWVDD,Anna Snelling,MG Special,Stanredtax,Won,10/16/2017,12/13/2017,57.00 
J5WP57XS,Cecily Lampkin,GTX Plus Basic,Statholdings,Won,10/16/2017,11/3/2017,990.00 
VPD4G16I,Corliss Cosme,GTXPro,Zencorporation,Won,10/16/2017,10/17/2017,4247.00 
Z173R82Y,Daniell Hammack,GTX Plus Basic,Sumace,Won,10/16/2017,12/25/2017,1008.00 
TFGC7TPF,Darcel Schlecht,GTXPro,Stanredtax,Lost,10/16/2017,10/19/2017,0.00 
03X37HOO,Darcel Schlecht,MG Special,Zumgoity,Lost,10/16/2017,10/17/2017,0.00 
OWGXQLJS,Darcel Schlecht,GTXPro,Ron-tech,Won,10/16/2017,10/25/2017,4834.00 
Y4SN1R3L,Darcel Schlecht,MG Advanced,Conecom,Won,10/16/2017,10/17/2017,3490.00 
CX3PZ8DP,Donn Cantrell,GTX Basic,Initech,Lost,10/16/2017,10/26/2017,0.00 
V7DY5VAP,Gladys Colclough,MG Special,Codehow,Lost,10/16/2017,10/24/2017,0.00 
JLB353E4,Hayden Neloms,MG Advanced,Cheers,Won,10/16/2017,10/20/2017,3744.00 
KOK62RF4,Kami Bicknell,GTXPro,Sonron,Lost,10/16/2017,10/22/2017,0.00 
8U59BH8O,Kary Hendrixson,GTX Basic,Faxquote,Lost,10/16/2017,10/26/2017,0.00 
BZR75SK1,Kary Hendrixson,GTX Basic,Singletechno,Lost,10/16/2017,10/21/2017,0.00 
48HBI36Y,Kary Hendrixson,GTX Basic,Nam-zim,Won,10/16/2017,11/12/2017,591.00 
ME7IZ1WY,Kary Hendrixson,MG Special,Dalttechnology,Won,10/16/2017,10/24/2017,48.00 
STC921ZX,Markita Hansen,GTX Plus Basic,Golddex,Won,10/16/2017,10/23/2017,1060.00 
MJRDXH1B,Marty Freudenburg,GTX Plus Basic,Hottechi,Lost,10/16/2017,10/21/2017,0.00 
W2QJUK1Y,Moses Frase,GTX Basic,Betatech,Won,10/16/2017,10/28/2017,562.00 
B05SO4C6,Niesha Huffines,GTX Plus Basic,Hottechi,Lost,10/16/2017,11/19/2017,0.00 
MC717WRG,Rosie Papadopoulos,GTXPro,Vehement Capital Partners,Lost,10/16/2017,10/18/2017,0.00 
P570QB1D,Versie Hillebrand,MG Special,Isdom,Won,10/16/2017,10/17/2017,57.00 
IWS4PKPP,Vicki Laflamme,GTX Basic,Green-Plus,Won,10/16/2017,12/21/2017,535.00 
GB3S67FY,Vicki Laflamme,GTXPro,Condax,Won,10/16/2017,10/25/2017,4580.00 
0W8VWJDS,Vicki Laflamme,MG Special,Lexiqvolax,Won,10/16/2017,10/18/2017,56.00 
4ZKFSG5F,Violet Mclelland,GTX Basic,,Engaging,10/16/2017,,
5TCGN3GX,Violet Mclelland,GTX Plus Basic,,Engaging,10/16/2017,,
5J9ELX2Y,Zane Levy,GTX Plus Pro,Goodsilron,Won,10/16/2017,10/23/2017,4942.00 
SQE6KE7V,Anna Snelling,MG Special,dambase,Won,10/17/2017,10/23/2017,55.00 
LH03MJX5,Boris Faz,GTX Plus Pro,Yearin,Lost,10/17/2017,10/25/2017,0.00 
0SQM849O,Cassey Cress,GTXPro,Xx-zobam,Won,10/17/2017,10/29/2017,5144.00 
KXTUVDLU,Corliss Cosme,MG Advanced,Plussunin,Lost,10/17/2017,12/13/2017,0.00 
9YOGUMN9,Darcel Schlecht,GTXPro,Rundofase,Lost,10/17/2017,10/24/2017,0.00 
C933ZQBB,Darcel Schlecht,GTXPro,Cancity,Won,10/17/2017,10/23/2017,5458.00 
G9M9IEQY,Gladys Colclough,GTXPro,Rundofase,Lost,10/17/2017,10/23/2017,0.00 
M2VKMZPH,Jonathan Berthelot,GTXPro,Stanredtax,Won,10/17/2017,10/19/2017,5046.00 
Y6NI5EBV,Kami Bicknell,GTX Plus Basic,,Engaging,10/17/2017,,
OFC7ZTU8,Kami Bicknell,GTXPro,,Engaging,10/17/2017,,
AZCY0HUP,Markita Hansen,GTX Basic,Hatfan,Lost,10/17/2017,10/23/2017,0.00 
7CMG05CY,Markita Hansen,MG Special,Goodsilron,Lost,10/17/2017,10/26/2017,0.00 
KDNNV952,Markita Hansen,MG Special,Nam-zim,Lost,10/17/2017,10/26/2017,0.00 
1UPVYK3H,Marty Freudenburg,MG Special,dambase,Won,10/17/2017,10/26/2017,64.00 
MUODVNBC,Versie Hillebrand,MG Special,Betatech,Won,10/17/2017,10/27/2017,54.00 
02G0NJCN,Vicki Laflamme,MG Special,Xx-holding,Won,10/17/2017,10/26/2017,68.00 
76V79SHZ,Violet Mclelland,GTX Plus Basic,Betasoloin,Lost,10/17/2017,10/18/2017,0.00 
7JMQM7XK,Violet Mclelland,MG Special,The New York Inquirer,Lost,10/17/2017,10/18/2017,0.00 
PIPQZ9SQ,Wilburn Farren,MG Special,Massive Dynamic,Lost,10/17/2017,10/19/2017,0.00 
NXHAAD08,Zane Levy,GTX Plus Basic,Kan-code,Won,10/17/2017,12/10/2017,1129.00 
ABMVTEUH,Cassey Cress,MG Advanced,The New York Inquirer,Lost,10/18/2017,10/19/2017,0.00 
9Q710H4R,Cecily Lampkin,GTX Plus Basic,Inity,Won,10/18/2017,10/20/2017,1200.00 
4QU2EXEY,Cecily Lampkin,MG Advanced,Globex Corporation,Won,10/18/2017,12/19/2017,3164.00 
3MKAQ2YI,Corliss Cosme,GTX Plus Basic,Konex,Lost,10/18/2017,10/25/2017,0.00 
42CA70FG,Corliss Cosme,MG Advanced,Zotware,Won,10/18/2017,10/26/2017,3225.00 
R2C8A8SA,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,10/18/2017,11/5/2017,0.00 
PY96Q77S,Darcel Schlecht,GTXPro,Rangreen,Won,10/18/2017,10/20/2017,4130.00 
6QAWMSU2,Donn Cantrell,GTX Basic,Bluth Company,Lost,10/18/2017,10/24/2017,0.00 
5B9EIYPP,Donn Cantrell,GTXPro,Donware,Lost,10/18/2017,11/29/2017,0.00 
Z216TKEU,Elease Gluck,MG Special,Singletechno,Won,10/18/2017,10/20/2017,47.00 
9EHFBSBG,Garret Kinder,GTX Plus Pro,Konex,Won,10/18/2017,10/25/2017,4751.00 
6SP45G3T,Gladys Colclough,MG Advanced,Konmatfix,Lost,10/18/2017,10/24/2017,0.00 
7U28UXIL,Hayden Neloms,MG Advanced,Green-Plus,Lost,10/18/2017,10/19/2017,0.00 
V2YD7XYV,Hayden Neloms,MG Special,Y-corporation,Won,10/18/2017,12/20/2017,51.00 
1GVU0QTO,Hayden Neloms,MG Advanced,Singletechno,Won,10/18/2017,10/22/2017,3696.00 
QG7RGODO,Kami Bicknell,GTXPro,Plexzap,Lost,10/18/2017,10/26/2017,0.00 
IHBYI8IO,Kami Bicknell,MG Advanced,Groovestreet,Won,10/18/2017,10/24/2017,3536.00 
M5NUUVA4,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,10/18/2017,11/22/2017,0.00 
XKYQ16FS,Kary Hendrixson,MG Special,Nam-zim,Lost,10/18/2017,11/5/2017,0.00 
VVM450RP,Kary Hendrixson,MG Special,Plusstrip,Won,10/18/2017,12/17/2017,59.00 
60KWQS2V,Lajuana Vencill,GTX Basic,Funholding,Won,10/18/2017,10/20/2017,474.00 
1RND0S0B,Marty Freudenburg,MG Special,Bioholding,Won,10/18/2017,10/30/2017,43.00 
WI0LMD20,Marty Freudenburg,MG Special,Hottechi,Won,10/18/2017,12/19/2017,60.00 
4XPRCRX0,Niesha Huffines,GTX Basic,Treequote,Lost,10/18/2017,10/29/2017,0.00 
5UEA6KVU,Niesha Huffines,GTX Basic,Ron-tech,Won,10/18/2017,10/27/2017,461.00 
GAUSPPYM,Reed Clapper,GTX Plus Basic,Xx-zobam,Lost,10/18/2017,12/11/2017,0.00 
3Y1LN6CQ,Reed Clapper,MG Special,Gekko & Co,Won,10/18/2017,10/19/2017,54.00 
RVUJPYY8,Rosalina Dieter,MG Special,,Engaging,10/18/2017,,
W7GVI03S,Rosalina Dieter,MG Special,Plusstrip,Lost,10/18/2017,12/2/2017,0.00 
7RFTN4WI,Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Lost,10/18/2017,10/25/2017,0.00 
K00YH5XA,Rosie Papadopoulos,MG Special,Initech,Lost,10/18/2017,10/28/2017,0.00 
ZXIHEEV2,Vicki Laflamme,GTX Basic,Doncon,Lost,10/18/2017,12/31/2017,0.00 
WPSHVGDZ,Vicki Laflamme,MG Advanced,Hottechi,Lost,10/18/2017,10/24/2017,0.00 
DXAO9R8N,Vicki Laflamme,MG Advanced,Rantouch,Won,10/18/2017,10/27/2017,3363.00 
PN0IWJ0N,Anna Snelling,GTX Plus Basic,Hottechi,Won,10/19/2017,10/30/2017,1089.00 
OXKWCAXO,Cassey Cress,GTXPro,Opentech,Lost,10/19/2017,10/31/2017,0.00 
7FVUE0GY,Cassey Cress,GTX Plus Basic,Acme Corporation,Won,10/19/2017,10/21/2017,1096.00 
FAIFAGJM,Cecily Lampkin,MG Special,Ron-tech,Won,10/19/2017,10/29/2017,62.00 
IKDFG91F,Corliss Cosme,MG Advanced,Kan-code,Lost,10/19/2017,12/26/2017,0.00 
BP3I9G0F,Corliss Cosme,GTX Plus Basic,Konex,Won,10/19/2017,10/21/2017,1105.00 
0GM4GDFT,Daniell Hammack,GTXPro,Bluth Company,Lost,10/19/2017,10/28/2017,0.00 
5YIWOUOZ,Daniell Hammack,GTXPro,Bioplex,Won,10/19/2017,10/24/2017,4353.00 
LM3GZYXD,Darcel Schlecht,GTXPro,Finhigh,Lost,10/19/2017,10/28/2017,0.00 
UUCSEHJX,Darcel Schlecht,GTX Plus Pro,Warephase,Won,10/19/2017,10/27/2017,6276.00 
OQQWTFSZ,Darcel Schlecht,GTXPro,Betatech,Won,10/19/2017,10/27/2017,4688.00 
CWVAO587,Garret Kinder,GTX Basic,Ontomedia,Lost,10/19/2017,10/26/2017,0.00 
YDZZNTEZ,Garret Kinder,MG Advanced,Opentech,Won,10/19/2017,11/1/2017,3422.00 
O1DTVNH2,Gladys Colclough,MG Special,Hottechi,Lost,10/19/2017,10/20/2017,0.00 
Q6MGPT50,Gladys Colclough,GTXPro,Inity,Won,10/19/2017,12/9/2017,5192.00 
ENL7MDL2,Hayden Neloms,GTX Plus Basic,Hottechi,Won,10/19/2017,10/28/2017,1226.00 
CLHPJZHP,Hayden Neloms,GTX Plus Pro,J-Texon,Won,10/19/2017,10/25/2017,4552.00 
YQJGEI71,James Ascencio,GTX Plus Pro,,Engaging,10/19/2017,,
XO4ZYI3G,James Ascencio,GTX Plus Pro,Xx-holding,Won,10/19/2017,10/26/2017,5569.00 
RSBEC5KF,James Ascencio,GTXPro,Fasehatice,Won,10/19/2017,10/20/2017,4389.00 
6Z6SRB1Y,Jonathan Berthelot,GTX Plus Pro,Hottechi,Lost,10/19/2017,11/1/2017,0.00 
BZGJ44FH,Kami Bicknell,GTXPro,,Engaging,10/19/2017,,
4S17VJ7O,Kary Hendrixson,MG Advanced,,Engaging,10/19/2017,,
FRSYEHJE,Lajuana Vencill,MG Advanced,Globex Corporation,Lost,10/19/2017,10/21/2017,0.00 
MV4DK68W,Lajuana Vencill,GTX Basic,Ron-tech,Won,10/19/2017,10/26/2017,451.00 
B2FSFXKA,Markita Hansen,MG Special,,Engaging,10/19/2017,,
W72TPY7P,Markita Hansen,MG Special,,Engaging,10/19/2017,,
I15B3BNW,Markita Hansen,MG Advanced,Plexzap,Lost,10/19/2017,11/28/2017,0.00 
1CT3EWJ8,Markita Hansen,GTX Basic,Goodsilron,Won,10/19/2017,10/21/2017,553.00 
JPBLNA5V,Marty Freudenburg,GTXPro,Scottech,Lost,10/19/2017,10/29/2017,0.00 
SLILSQJV,Maureen Marcano,GTX Plus Basic,,Engaging,10/19/2017,,
R6OM4EDE,Maureen Marcano,GTX Basic,Blackzim,Won,10/19/2017,11/1/2017,524.00 
74Y43OFL,Reed Clapper,MG Advanced,Plussunin,Lost,10/19/2017,10/21/2017,0.00 
OIOGIDI2,Versie Hillebrand,GTX Plus Basic,Ron-tech,Lost,10/19/2017,10/31/2017,0.00 
SCN3BY47,Versie Hillebrand,MG Special,Inity,Won,10/19/2017,10/27/2017,53.00 
HFF39KOB,Versie Hillebrand,MG Advanced,Statholdings,Won,10/19/2017,10/20/2017,2749.00 
OS59LIZX,Vicki Laflamme,GTXPro,J-Texon,Lost,10/19/2017,10/26/2017,0.00 
O3S3SF3W,Vicki Laflamme,GTXPro,Rantouch,Lost,10/19/2017,10/21/2017,0.00 
WA0NRLP7,Vicki Laflamme,GTX Plus Pro,Groovestreet,Won,10/19/2017,10/20/2017,5368.00 
GHOQQYQM,Wilburn Farren,GTXPro,Kan-code,Won,10/19/2017,12/25/2017,4734.00 
6OXOIJ4D,Wilburn Farren,MG Advanced,Condax,Won,10/19/2017,12/16/2017,3089.00 
DTFLKV60,Anna Snelling,MG Advanced,Dontechi,Lost,10/20/2017,10/21/2017,0.00 
RELG4CYQ,Anna Snelling,MG Special,Gogozoom,Won,10/20/2017,10/30/2017,54.00 
PLV91KH7,Cassey Cress,GTXPro,Silis,Won,10/20/2017,10/27/2017,4345.00 
U289K4V3,Cecily Lampkin,MG Advanced,Warephase,Won,10/20/2017,10/27/2017,3848.00 
PDXFX23P,Corliss Cosme,GTXPro,Initech,Won,10/20/2017,10/26/2017,4287.00 
LULNYY3C,Darcel Schlecht,GTXPro,Codehow,Won,10/20/2017,10/27/2017,4435.00 
NJ1YGDZW,Darcel Schlecht,GTXPro,Stanredtax,Won,10/20/2017,10/28/2017,4699.00 
CZC1J6FQ,Gladys Colclough,GTX Plus Pro,Cancity,Lost,10/20/2017,10/24/2017,0.00 
WSWJJ234,Gladys Colclough,MG Special,Genco Pura Olive Oil Company,Lost,10/20/2017,10/22/2017,0.00 
MDBKYL2Q,Gladys Colclough,MG Special,Stanredtax,Won,10/20/2017,10/30/2017,60.00 
M9EU34FE,Hayden Neloms,GTX Plus Pro,Hatfan,Won,10/20/2017,10/21/2017,6026.00 
HCARIWPE,James Ascencio,GTX Plus Pro,Golddex,Lost,10/20/2017,10/27/2017,0.00 
WGJB2VDU,James Ascencio,GTX Plus Pro,Newex,Won,10/20/2017,12/25/2017,5095.00 
RYWETTBK,Kami Bicknell,GTX Basic,Fasehatice,Engaging,10/20/2017,,
JSLSL3SU,Kami Bicknell,GTX Basic,Sunnamplex,Won,10/20/2017,12/16/2017,565.00 
N1B45KIT,Maureen Marcano,GTX Plus Pro,Y-corporation,Won,10/20/2017,12/22/2017,5883.00 
30UA0RS8,Niesha Huffines,GTX Plus Basic,Funholding,Won,10/20/2017,12/12/2017,1135.00 
R1Z8J1JL,Reed Clapper,GTX Plus Basic,Konex,Won,10/20/2017,12/21/2017,903.00 
2DY9U1V7,Rosie Papadopoulos,GTXPro,Konex,Engaging,10/20/2017,,
MJODFG6C,Vicki Laflamme,MG Special,Green-Plus,Lost,10/20/2017,10/27/2017,0.00 
6D7N5SQ7,Vicki Laflamme,MG Special,Lexiqvolax,Lost,10/20/2017,10/28/2017,0.00 
DQIKGS2U,Vicki Laflamme,MG Special,Dalttechnology,Won,10/20/2017,11/3/2017,48.00 
EZNAGRVB,Zane Levy,GTX Plus Pro,Hatfan,Won,10/20/2017,10/30/2017,5388.00 
C1M1RST0,Zane Levy,GTXPro,Plexzap,Won,10/20/2017,10/27/2017,4109.00 
KIZOEC3M,Anna Snelling,GTX Plus Basic,dambase,Lost,10/21/2017,10/23/2017,0.00 
CO7T7H41,Anna Snelling,MG Special,Ron-tech,Lost,10/21/2017,10/27/2017,0.00 
